,Position,Company,Location,Job URL,Job Description,Skills
2016,"Associate Principal Engineer, Hybris (Technical Architect)",Nagarro,Remote,"https://www.glassdoor.co.in/job-listing/associate-principal-engineer-hybris-technical-architect-nagarro-JV_KO0,55_KE56,63.htm?jl=1009648942648","Reviewing architecture and design on various aspects like extensibility, scalability, security, design patterns, user experience, NFRs, etc., and ensure that…&hellip;","Hybris, Performance tuning, MVC, Atlassian Bamboo, SAP"
2017,Reservoir Engineer,BP Energy,Pune,"https://www.glassdoor.co.in/job-listing/reservoir-engineer-bp-energy-JV_IC2856202_KO0,18_KE19,28.htm?jl=1009660105433","As a Senior Reservoir engineer in SS&W Technology, you will be responsible for utilising broad reservoir engineering experience, coupled with deep data science…&hellip;","Machine learning, Eclipse, Data science, AI, Communication skills"
2018,"Senior AI or ML Engineer - GenAI, Python",Optum,Bengaluru,"https://www.glassdoor.co.in/job-listing/senior-ai-or-ml-engineer-genai-python-optum-JV_IC2940587_KO0,37_KE38,43.htm?jl=1009679732788",We are committed to mitigating our impact on the environment and enabling and delivering equitable care that addresses health disparities and improves health…&hellip;,"TensorFlow, Azure, Management, Big data, Spark"
2019,Lead AI/ML Engineer,Optum,Hyderābād,"https://www.glassdoor.co.in/job-listing/lead-ai-ml-engineer-optum-JV_IC2865319_KO0,19_KE20,25.htm?jl=1009662096410","Comply with the terms and conditions of the employment contract, company policies and procedures, and any and all directives (such as, but not limited to,…&hellip;","Web analytics, Data mining, R, Google Cloud Platform, Java"
2020,"Lead AI/ML Engineer - Gen AI, NLP,ML",Optum,Hyderābād,"https://www.glassdoor.co.in/job-listing/lead-ai-ml-engineer-gen-ai-nlp-ml-optum-JV_IC2865319_KO0,33_KE34,39.htm?jl=1009662096430","Comply with the terms and conditions of the employment contract, company policies and procedures, and any and all directives (such as, but not limited to,…&hellip;","Software deployment, Presentation skills, Machine learning, Natural language processing, AI"
2021,Lead Member of Technical Staff- Machine Learning & AI,Athenahealth,Bengaluru,"https://www.glassdoor.co.in/job-listing/lead-member-of-technical-staff-machine-learning-ai-athenahealth-JV_IC2940587_KO0,50_KE51,63.htm?jl=1009689369606",Stay abreast and evaluate the latest in data science technologies and determine how to incorporate these into our data science best practices.&hellip;,"Computer science, Image processing, Computer vision, Spark, AWS"
2022,"Software Engineer -III, ITC",NIKE,Karnataka,"https://www.glassdoor.co.in/job-listing/software-engineer-iii-itc-nike-JV_KO0,25_KE26,30.htm?jl=1009644218743",5+ years of hands-on industry software development experience. We’re looking for a Senior Software Engineer to solve complex software engineering problems…&hellip;,"CI/CD, Elasticsearch, Cloud architecture, React, DevOps"
2023,"Senior Manager Software Engineering, ITC",NIKE,Karnataka,"https://www.glassdoor.co.in/job-listing/senior-manager-software-engineering-itc-nike-JV_KO0,39_KE40,44.htm?jl=1009644218736","If this is you, you’ll be working on the Consumer Product Innovation team and be one of the primary technical leaders on one of Nike’s emerging technology…&hellip;","Elasticsearch, Azure, Node.js, CSS, React"
2024,Graduate Engineering trainee (agriculture & mechanical freshers),Modern dairy machines,Coimbatore,"https://www.glassdoor.co.in/job-listing/graduate-engineering-trainee-agriculture-mechanical-freshers-modern-dairy-machines-JV_IC2836047_KO0,60_KE61,82.htm?jl=1009687144921","*Documentation:*Maintaining accurate records of engineering activities, designs, and results is an important aspect of the role.&hellip;",No skills listed
2025,Data Ops Manager,Zelis,Hyderābād,"https://www.glassdoor.co.in/job-listing/data-ops-manager-zelis-JV_IC2865319_KO0,16_KE17,22.htm?jl=1009456773556","Partnering with 700+ payers, supporting 4 million+ providers and 100 million members across the healthcare industry.&hellip;","TensorFlow, Azure, Operations management, R, Java"
2026,Data Scientist Manager,BP Energy,Pune,"https://www.glassdoor.co.in/job-listing/data-scientist-manager-bp-energy-JV_IC2856202_KO0,22_KE23,32.htm?jl=1009525902509","Stay up to date with industry trends, standard methodologies and new technologies in data analytics, machine learning, data science technique !&hellip;","Data modeling, Azure, SAP, Salesforce, Data structures"
2027,Senior AIML Engineer,Jobrok,Remote,"https://www.glassdoor.co.in/job-listing/senior-aiml-engineer-jobrok-JV_KO0,20_KE21,27.htm?jl=1009698534338","Key Skills & Expertise: Generative AI & LLMs: Proficiency in GPT-3, Langchain, and LLMs with experience in prompt engineering, few-shot/zero-shot learning,…&hellip;","TensorFlow, Elasticsearch, Data modeling, Kubernetes, Big data"
2028,Machine Learning Engineer,ClanX,Gurgaon,"https://www.glassdoor.co.in/job-listing/machine-learning-engineer-clanx-JV_IC2921225_KO0,25_KE26,31.htm?jl=1009689943697",Strong background in working with LLMs. Engage in direct customer interactions to improve features. 3+ years of hands-on experience in AI/ML.&hellip;,"Machine learning, AI, Graph databases"
2029,Research Engineer - Machine Learning,GE Aerospace,Bengaluru,"https://www.glassdoor.co.in/job-listing/research-engineer-machine-learning-ge-aerospace-JV_IC2940587_KO0,34_KE35,47.htm?jl=1009698940257","Or a Master’s degree in an Engineering field with a minimum of 3 years of experience in AI/ML, physics-based modeling, estimation, or fault detection algorithms…&hellip;","MATLAB, Analysis skills, C++, C, Machine learning"
2030,Machine Learning Engineers (Mid-Level & Junior),Kavayah Solutions,Hyderābād,"https://www.glassdoor.co.in/job-listing/machine-learning-engineers-mid-level-junior-kavayah-solutions-JV_IC2865319_KO0,43_KE44,61.htm?jl=1009244876429","Assist in integrating AI technologies into our React-based front-end, working closely with senior engineers. Lead the design, implementation, and maintenance of…&hellip;","React, Analysis skills, Machine learning, Legal research, Natural language processing"
2031,Machine Learning Engineer,TECH NEXT,Remote,"https://www.glassdoor.co.in/job-listing/machine-learning-engineer-tech-next-JV_KO0,25_KE26,35.htm?jl=1009686380221",Retail industry experience or experience working with gaming-related AI solutions. Stay updated with industry trends and leverage cutting-edge ML techniques to…&hellip;,"CI/CD, Software deployment, DevOps, Google Cloud Platform, SQL"
2032,Senior Computer Vision Engineer - Satellite Imagery,Data Dynamics Ltd,Remote,"https://www.glassdoor.co.in/job-listing/senior-computer-vision-engineer-satellite-imagery-data-dynamics-ltd-JV_KO0,49_KE50,67.htm?jl=1009694034979",Please note: This is not an entry-level position and you will be expected to show examples of Computer Vision projects for satellite imagery analysis you have…&hellip;,"Image processing, Computer vision, English, Analysis skills, Docker"
2033,Senior AI/ML Engineer,D3V Technology Solutions,Remote,"https://www.glassdoor.co.in/job-listing/senior-ai-ml-engineer-d3v-technology-solutions-JV_KO0,21_KE22,46.htm?jl=1009692893368",Collaborate with senior engineers to design and develop GenAI solutions on Google Cloud for client projects. Familiarity working with version control tools such…&hellip;,"TensorFlow, Go, Node.js, System design, NoSQL"
2034,Machine Learning Engineer I,Digital Green,Bengaluru,"https://www.glassdoor.co.in/job-listing/machine-learning-engineer-i-digital-green-JV_IC2940587_KO0,27_KE28,41.htm?jl=1009552480977","2–3 years of experience in building and managing data/ML pipelines or related roles. Good understanding of NLP techniques such as language modeling, text…&hellip;","TensorFlow, CI/CD, Kubernetes, AWS, Quality assurance"
2035,Machine Learning Intern,Ema,Bengaluru,"https://www.glassdoor.co.in/job-listing/machine-learning-intern-ema-JV_IC2940587_KO0,23_KE24,27.htm?jl=1009690035357","2+ years of industry experience in a software engineering, data science, or ML role (full-time or internship). Working knowledge of LLM training or fine-tuning.&hellip;","TensorFlow, Cloud infrastructure, Azure, SQL, Machine learning"
2036,Senior Machine Learning Engineer,Portcast,Remote,"https://www.glassdoor.co.in/job-listing/senior-machine-learning-engineer-portcast-JV_KO0,32_KE33,41.htm?jl=1009471018911","Design and implement machine learning algorithms that address key business problems that our product focuses on in visibility, prediction, demand forecasting…&hellip;","Azure, Kubernetes, Big data, Software deployment, Spark"
2037,Senior Bioinformatics / Machine Learning Scientist,Grafton Biosciences Inc,India,"https://www.glassdoor.co.in/job-listing/senior-bioinformatics-machine-learning-scientist-grafton-biosciences-inc-JV_KO0,48_KE49,72.htm?jl=1009670691751","In this role, you will design and implement methods to handle multi-dimensional datasets, apply advanced machine learning and computational biology techniques,…&hellip;","Azure, Kubernetes, Big data, Spark, R"
2038,Sr Machine Learning Engineer,Agama Solutions,Remote,"https://www.glassdoor.co.in/job-listing/sr-machine-learning-engineer-agama-solutions-JV_KO0,28_KE29,44.htm?jl=1009670430095",10+ years of implementing software product solutions in a cloud environment with a focus on algorithmic/machine learning products.&hellip;,"CI/CD, DevOps, SQL, AWS, Docker"
2039,Machine Learning Engineer- ML003 2+ Years,Tecorb Technologies,Noida,"https://www.glassdoor.co.in/job-listing/machine-learning-engineer-ml003-2-years-tecorb-technologies-JV_IC4477468_KO0,39_KE40,59.htm?jl=1009635119098",Assist in developing machine learning models: Collaborate with senior engineers to design and build machine learning models for real-world applications.&hellip;,"TensorFlow, R, Analysis skills, Machine learning, Data science"
2040,Senior LLM Engineer,first phoenics solutions inc,Remote,"https://www.glassdoor.co.in/job-listing/senior-llm-engineer-first-phoenics-solutions-inc-JV_KO0,19_KE20,48.htm?jl=1009669873533","In this role, you will design, develop, and deploy advanced AI-driven solutions leveraging *LLMs, prompt engineering, and agent-based architectures*.&hellip;","TensorFlow, CI/CD, Azure, Kubernetes, Software deployment"
2041,Machine Learning Engineer,Veracity Software Pvt Ltd,Bengaluru,"https://www.glassdoor.co.in/job-listing/machine-learning-engineer-veracity-software-pvt-ltd-JV_IC2940587_KO0,25_KE26,51.htm?jl=1009664704985","3. Data Engineering: ETL, FastAPI, Pipeline Development. Minimum Relevant Experience: 4-5 Years AI/ML. 4. Tooling Proficiency: Docker, Kubernetes, MLflow.&hellip;","TensorFlow, Kubernetes, Docker, Machine learning, AI"
2042,Senior QA Engineer (Remote),A5 Labs,Remote,"https://www.glassdoor.co.in/job-listing/senior-qa-engineer-remote-a5-labs-JV_KO0,25_KE26,33.htm?jl=1009550838601","Automated Testing: Identify opportunities to automate tests for solvers, backend systems, and AI-driven features, maintaining and expanding an automated testing…&hellip;","C#, Test automation, .NET, Quality assurance, Machine learning"
2043,Senior Data Engineer (Databricks),zb.io,Remote,"https://www.glassdoor.co.in/job-listing/senior-data-engineer-databricks-zb-io-JV_KO0,31_KE32,37.htm?jl=1009675793161","Data Architecture & Governance – Experience in data modeling, data lakes, warehouse design, and security best practices in a regulated industry.&hellip;","Data modeling, Big data, Spark, Regulatory reporting, HIPAA"
2044,Senior LLM Engineer,Dinero Solutions,Remote,"https://www.glassdoor.co.in/job-listing/senior-llm-engineer-dinero-solutions-JV_KO0,19_KE20,36.htm?jl=1009628614010",A. Excellent communication skills to effectively collaborate with business SMEs. Machine learning: 7 years (Preferred). Gen AI: 1 year (Preferred).&hellip;,"Azure, SQL, AWS, Machine learning, AI"
2045,Senior Optical Biosensor Engineer,Grafton Biosciences Inc,India,"https://www.glassdoor.co.in/job-listing/senior-optical-biosensor-engineer-grafton-biosciences-inc-JV_KO0,33_KE34,57.htm?jl=1009662905745","O Develop prototypes for proof-of-concept, feasibility studies, and performance validation. O Mentor junior engineers and technicians in optical design…&hellip;","MATLAB, Image processing, Signal processing, System design, Analysis skills"
2046,SENIOR MACHINE LEARNING ENGINEER,Svitla Systems,India,"https://www.glassdoor.co.in/job-listing/senior-machine-learning-engineer-svitla-systems-JV_KO0,32_KE33,47.htm?jl=1009630081025","Lead the design of machine learning models to solve various core business problems in customer acquisition, retention, and reactivation.&hellip;","Statistics, Image processing, Big data, Software deployment, Data structures"
